subject_id,ok,error,FA_MAE,FA_RMSE,FA_r,MD_MAE,MD_RMSE,MD_r,AD_MAE,AD_RMSE,AD_r,RD_MAE,RD_RMSE,RD_r,DWI_MAE,DWI_RelMSE,final_loss,best_loss,best_epoch,training_time_sec,n_voxels,epochs
101309,True,,0.22433722247449658,0.2947922916118808,0.03224113234079961,0.00018589137015632214,0.0003426857304023564,0.492381161695486,0.00031162476770741813,0.0004906689803096601,0.3695252421537603,0.0002273972246904622,0.00035319452370702163,0.4421845123877267,406.248533635736,0.06363655410688618,0.05898117878455288,0.048389214604180684,188,364.9452967643738,799510,200
