subject_id,ok,error,FA_MAE,FA_RMSE,FA_r,MD_MAE,MD_RMSE,MD_r,AD_MAE,AD_RMSE,AD_r,RD_MAE,RD_RMSE,RD_r,DWI_MAE,DWI_RelMSE,final_loss,best_loss,best_epoch,training_time_sec,n_voxels,epochs
110613,True,,0.1541671476307093,0.2171410941956483,0.3734618345928848,0.0002195348010056942,0.00038631503933942384,0.7431535790059991,0.0003080266610485972,0.0004631350947279466,0.7031566314221052,0.00023655159192414335,0.0003849692580531035,0.7447357047622425,423.1949895329765,0.06946897318959583,0.469834878035756,0.469834878035756,200,204.06366300582886,878568,200
111211,True,,0.15612105388955114,0.2191670596808533,0.3750247122519603,0.0002030444023565108,0.00036767483708648516,0.6816052101768293,0.0002857955376223431,0.0004402295532646767,0.6505859718685554,0.0002296194285098287,0.0003699655908318282,0.6790336016002723,363.2674977158519,0.06694517156366214,0.6695263929747416,0.6695263929747416,200,166.45106863975525,737449,200
112920,True,,0.46915358227417797,0.5007249210589055,0.12202866757317413,0.001022540650694971,0.0042598660769751495,0.5504603813993506,0.0016274745581854966,0.00784801918712109,0.5189292950530674,0.0007601391269248853,0.002770602532051219,0.4792017477266933,553.6929014153574,0.12802841275687987,0.5954525579762613,0.5954525579762613,200,220.90208411216736,947861,200
114116,True,,0.1498734180453328,0.20748086962966278,0.4709497231983818,0.0001943356491284352,0.00036178968346200206,0.673819509406936,0.00028061993837685616,0.0004534066147384698,0.6151522555883497,0.00021205139084367981,0.00035603496323546966,0.6843802396606202,360.1254848657406,0.0630796806986034,1.1740887400607556,1.1740887400607556,200,148.35773730278015,703523,200
114419,True,,0.17183116484717367,0.2342046268896221,0.3992931166740872,0.00017287634879533707,0.0003389528216564962,0.6415602732920006,0.00028296713335552336,0.0004355028933910886,0.5753684822984674,0.0001998434097888238,0.00033981395909004144,0.6451569602863283,351.89266292824607,0.0754701088734355,3.252478650828774,3.252478650828774,200,215.1260039806366,923360,200
115825,True,,0.15033874755558807,0.21051787403731348,0.4448479637054123,0.00019027916150890663,0.00033996628773039146,0.7534111045735612,0.00027695382532940977,0.0004162830745363261,0.71192786931523,0.00021404366312757076,0.00034228159028720914,0.752914122188862,400.814812140265,0.05734938679181573,0.6669630155610945,0.6669630155610945,200,184.7245330810547,780336,200
116726,True,,0.14673207850618591,0.20795362499261005,0.42341921232702323,0.00023950584198397063,0.00041142473967603805,0.7571314029974068,0.000325992938419587,0.0004975587004217091,0.7008752296327602,0.00025730339023527575,0.0004086530021413842,0.761050833270226,440.9913347403189,0.07533029671592605,0.43452700277684264,0.43452700277684264,200,181.7185137271881,786932,200
120717,True,,0.14142171365510445,0.1975192799690512,0.4847158318752198,0.00018124033812796857,0.000323201471600587,0.8075844012342023,0.00025872498475515486,0.0003933327954297553,0.7724833093653641,0.00020523027875773357,0.00032675993998135396,0.8055315637518058,321.17206968829606,0.048985572986303454,0.2998459263665912,0.2998459263665912,200,184.75120282173157,784248,200
121618,True,,0.15857987601466042,0.2225926577830024,0.35475459288516803,0.0002198601273121812,0.00038466757532470167,0.6491554016512042,0.000312436994337628,0.0004635421501619747,0.6019039990965434,0.00023799428228445826,0.0003838703385199528,0.6519980141984365,410.3172979692156,0.07823183661651718,0.8957489404440073,0.8957489404440073,200,189.33475875854492,826775,200
122418,True,,0.1534073659298838,0.21002841637554,0.471444463984366,0.00015856891567855836,0.0003013376844000647,0.7259489949247068,0.0002523469167918971,0.0003997203537230852,0.6529421420372283,0.00018561049936067565,0.00030260982930856276,0.731257042768178,299.98364203538284,0.045927520457331325,0.3841539332742228,0.3841539332742228,200,175.89081168174744,766180,200
123925,True,,0.14544555804026588,0.20518451043030186,0.5176838417234669,0.000173739154966521,0.0003040758666709537,0.7840197840113088,0.0002621052265889225,0.00038296006618670407,0.7410666394370451,0.00019120664931353333,0.00030510638903667454,0.784259420840859,312.64006700247654,0.05176017526236734,0.1620755521580577,0.1620755521580577,200,158.6567440032959,685494,200
124422,True,,0.4663619619917413,0.500797924357917,0.2048385725941425,0.0022774594834741794,0.00840075400251727,0.6395815103484588,0.0035801421327647256,0.01357387291322221,0.6256790645720237,0.0016633830132508779,0.006147027902846422,0.5885451093958264,673.6883688857632,0.138832103893229,0.1777928547319753,0.1777928547319753,200,164.30823254585266,731407,200
124624,True,,0.1456699066301537,0.20521563710167934,0.4491089797613151,0.00019662871660800394,0.000357677880475993,0.7626668126876615,0.00028154349957786756,0.0004396593923706769,0.7108818796318008,0.00021650059016282026,0.00035515244278953894,0.7670743725332096,381.8412979066316,0.05569937202668062,0.34245278187019307,0.34245278187019307,200,185.78972172737122,791245,200
129937,True,,0.14631257297077563,0.20784658082498292,0.4616500414539968,0.00021999374766445333,0.0003757508753866784,0.7637071882516273,0.00030190277893780455,0.00044668709573796684,0.7262454214654523,0.00023877974109505883,0.0003761874296003429,0.7649095092294642,364.1863137083385,0.06603939274395529,0.7211604857565583,0.7211604857565583,200,171.2873978614807,757597,200
130316,True,,0.15396632563399054,0.213941358901612,0.43346443866810075,0.0001886491166292222,0.0003375558436656931,0.7277401647998573,0.00027861415709553374,0.00044638561719300606,0.6266003418231723,0.00020907816015388952,0.0003368513586855228,0.7348335033076806,374.51535333043245,0.06810820432214053,0.15463080884493077,0.15463080884493077,200,190.1864321231842,787734,200
130518,True,,0.14604077153608216,0.2052685281316991,0.4663564874025917,0.00019905026511706457,0.0003573692778882455,0.7281193754286123,0.0002811113197750515,0.0004274154425558383,0.6903387569021441,0.00021373980655456704,0.00035642320420715756,0.7318075995826583,342.84417180390506,0.06484346284177493,0.8653570279523641,0.8653570279523641,200,291.3128228187561,679959,200
130720,True,,0.4884814950187044,0.5200894485518964,0.1305782918608207,0.0021685784156065925,0.007355090951070319,0.7146795686565383,0.003950867099804629,0.014262719333848822,0.6811944396753526,0.0013258754373118248,0.0040685374720489265,0.6795383725514198,607.1904141008495,0.12865862004571268,0.3480397423108419,0.3480397423108419,200,239.0872347354889,856089,200
130922,True,,0.14982541283097778,0.20762814428523474,0.5244614349177183,0.00018393433690798105,0.000332714234060363,0.7483827867807831,0.00026432208029437835,0.0004262541858525141,0.676538609714594,0.0002092490480510446,0.0003331772604160899,0.755292479608514,319.8819218203266,0.057200380839634905,0.28277089499293806,0.28277089499293806,200,159.25053715705872,767727,200
131217,True,,0.17256820973655046,0.2447200252019186,0.17539443566698348,0.0002170508643739313,0.00039207706171508796,0.6905727978534065,0.0003245654406814239,0.0005205527522923228,0.5600561426565417,0.00024526566112001956,0.0003923371397092403,0.6954237080877673,420.31467575887535,0.07644707113005092,0.18994410812814275,0.18994410812814275,200,177.77092576026917,751792,200
