subject_id,ok,error,FA_MAE,FA_RMSE,FA_r,MD_MAE,MD_RMSE,MD_r,AD_MAE,AD_RMSE,AD_r,RD_MAE,RD_RMSE,RD_r,DWI_MAE,DWI_RelMSE,n_eval_voxels,n_sampled_voxels,evaluation_mask,final_loss,best_loss,best_epoch,training_time_sec,n_voxels,epochs
101309,True,,0.22433722283384222,0.2947922917563714,0.03224113346294477,0.00018589137011743828,0.00034268573056042977,0.49238116099241436,0.00031162476779581714,0.0004906689802123187,0.36952524208258075,0.00022739722482276477,0.00035319452398103405,0.44218451108915907,406.030078230791,0.06369501220188864,,,,0.05898117878455288,0.048389214604180684,188,364.9452967643738,799510,200
102715,True,,0.19101062487460968,0.2642623608455312,0.0781458096099218,0.00025526902962710066,0.00045913273658767324,0.5497465580239468,0.00037736097166761007,0.0005842406382231945,0.4191544863480634,0.0002884480911416787,0.0004586310970214017,0.5467912634569799,457.21522668173907,0.10499900089216745,,,,0.38535006170201563,0.11636807657778263,194,287.56947898864746,940977,200
103515,True,,0.14568398275958208,0.2087586876173754,0.4828438298687462,0.00016880849496065634,0.0003025482646566975,0.8128140867491981,0.000256077912894482,0.00037970380448794263,0.7742769224283312,0.00018679140172011245,0.0003050756961145737,0.8101074388738838,315.77747317442294,0.049236986942264416,,,,0.13520539793201158,0.06609650312469957,172,190.70556378364563,748489,200
104416,True,,0.1518212297903101,0.21305740023853806,0.40744094896735994,0.00019890531894255757,0.0003597305356278697,0.723520048224496,0.0002889781520093021,0.0004429383044634426,0.6763224816222703,0.00022050784234218295,0.00035877737661761216,0.7265829542517032,337.5886321695428,0.06478473362137546,,,,0.9673928057005547,0.69664584039508,195,320.5283522605896,750597,200
106319,True,,0.15825766873626126,0.22366994448722877,0.3587959254096027,0.00023712111324300245,0.00041917498664551954,0.6681072296969258,0.00032222432187483605,0.0004865154986238131,0.6391529972536746,0.00026337952836899233,0.00042043466631372926,0.6672307870325812,396.9963245833876,0.09130283068996847,,,,0.8659513057161545,0.26847671166292786,91,369.4482252597809,793174,200
107321,True,,0.1650924990505352,0.23086449925214197,0.2806425947556653,0.00020408121861263082,0.0003792705571962615,0.6103544344765672,0.00030229297688553754,0.00046885923697736104,0.5565025615916137,0.00023126776116247434,0.0003786582472630631,0.6138200079369587,392.00688271475286,0.06969813319913902,,,,0.38015889478581294,0.344611560734255,101,399.36002016067505,716567,200
107422,True,,0.14815864944214713,0.21024651220776353,0.41897203157789265,0.00019241702749028214,0.00034520509188917104,0.7809256686401558,0.0002803722091386621,0.0004237021622261156,0.7372486414331713,0.00021305562321296664,0.000347007443554661,0.7798152086734252,400.76585554292626,0.057438223349996556,,,,0.20751732827580355,0.10554262571670908,166,423.41141414642334,768674,200
107725,True,,0.17902421361519763,0.24364495271144757,0.2967009157352341,0.00015842630273530688,0.00029680566715293937,0.6498320533447943,0.00026714387411640807,0.0004076692288554183,0.5536612488953329,0.00018839811049382667,0.00030381006556644323,0.6386427478495403,333.33565814309407,0.056099924268495666,,,,0.1211499092877721,0.04155225235887844,103,418.5722031593323,751406,200
108525,True,,0.16278107878282455,0.2258582457122481,0.36288392741589776,0.00021608958096261063,0.00039906582287053754,0.6121571272280599,0.0003119942925810507,0.0004832432463097415,0.5661315520830762,0.0002377523088234091,0.00039639826337946956,0.6156665443460588,387.62097162441836,0.07576809520856034,,,,1.2399510591429599,1.036849332943638,155,319.4556975364685,767701,200
109830,True,,0.15084257129038844,0.20980724645154716,0.4450405006768127,0.0001769926103798476,0.0003289065847698228,0.6955408912744557,0.0002620595203472289,0.00040157735804736446,0.6519632582228457,0.0002048942147289819,0.0003324965573360952,0.6974220149120274,330.6403090946056,0.054605423739379176,,,,0.3674059332979302,0.18987290191073572,99,135.2884542942047,633273,200
