epoch,loss,sec
1,1.1167063422976655,0.777900218963623
2,0.5679283697712929,1.5448527336120605
3,0.35589037546293534,2.284075975418091
4,0.28290031961304074,3.028597831726074
5,0.2431677573538841,3.774904489517212
6,0.18651273030232876,4.518770456314087
7,0.34703651948415853,5.252277374267578
8,0.23212813433418247,5.9862072467803955
9,0.3458799356396528,6.723300457000732
10,0.3544635489345231,7.4631733894348145
11,0.2941238937027594,8.20255994796753
12,0.27630768732187594,8.943562269210815
13,1.3368305007510997,9.687140703201294
14,0.32638252453204797,10.425421714782715
15,0.3533428452829731,11.169626474380493
16,0.2935767801518136,11.909408807754517
17,0.2275721540555675,12.654952049255371
18,0.2753543824730243,13.385068893432617
19,0.20374373948954522,14.126319646835327
20,0.2777412399609989,14.860864877700806
21,1.3331948923085757,15.60006070137024
22,0.30294752149703974,16.340622663497925
23,0.18934466093382302,17.07911777496338
24,0.277268662454283,17.81359314918518
25,0.2763004867122211,18.56314969062805
26,0.17298482229655726,19.3101224899292
27,0.14559694073420573,20.05687379837036
28,0.24894441170816092,20.793516874313354
29,0.1919764425268674,21.532166004180908
30,0.24175811249842036,22.272687435150146
31,0.1904885020364631,23.002228260040283
32,0.19099683756444683,23.74950671195984
33,0.33227421377012706,24.488374948501587
34,0.23517131402177063,25.225765705108643
35,0.27093354291579824,25.963233709335327
36,0.17169748365562013,26.69547724723816
37,0.34276452604086793,27.431437253952026
38,0.27422021290762943,28.166205167770386
39,0.3105512513145012,28.914058923721313
40,0.2569659903269023,29.65942072868347
41,2.1919492885192975,30.40959334373474
42,0.3375647702313801,31.1497323513031
43,0.18379153151738833,31.8962824344635
44,0.24035843142724417,32.63510203361511
45,0.1556097333359116,33.38629460334778
46,0.2840855329673975,34.125516414642334
47,0.4008336619949563,34.87084174156189
48,0.19054099916421036,35.65412497520447
49,0.16600889343015374,36.43050503730774
50,0.2322640256024897,37.174017667770386
51,0.235586634361522,40.634833335876465
52,0.4207890688719109,41.36731839179993
53,0.22222009720280766,42.10809254646301
54,0.298231901947726,42.84353995323181
55,0.20505987654658073,43.58256769180298
56,0.16340174404111632,44.32148742675781
57,0.2600151102375635,45.06296229362488
58,0.2510750301855993,45.80353856086731
59,0.196515773868862,46.54469561576843
60,0.2055209908792947,47.280181646347046
61,0.3537252451729109,48.01397156715393
62,0.20452969929480808,48.746155977249146
63,0.2839175930365603,49.485819578170776
64,0.17382604863613527,50.22227454185486
65,0.19164445380026357,50.95524787902832
66,0.4099121442698735,51.687329053878784
67,0.2236878329670017,52.41793489456177
68,0.4640828139009945,53.144388914108276
69,0.3066243087734155,53.883190631866455
70,0.3323847254480612,54.625356912612915
71,0.3090564007771776,55.36967873573303
72,0.2196886640121328,56.098928451538086
73,0.2292009003935976,56.84453225135803
74,0.20856390881570094,57.57981061935425
75,0.2715659259640156,58.320672273635864
76,0.3373033677307057,59.061442852020264
77,0.24918078936319402,59.80186128616333
78,0.23030343513063928,60.541656255722046
79,0.2510110453425094,61.292025089263916
80,0.22574332681425074,62.03444266319275
81,0.27115454838829156,62.77914547920227
82,0.31159811734439846,63.51597285270691
83,0.26184407995141884,64.25867867469788
84,0.19442352174008462,65.00159168243408
85,0.6408776584913597,65.74994921684265
86,2.2211218805626984,66.5088722705841
87,0.21449144839487494,67.24211072921753
88,0.2708756022076023,67.9794282913208
89,0.14075821145695258,68.72086429595947
90,0.24760034909234085,69.46807169914246
91,0.2671713932674933,70.2096745967865
92,0.15676967852174284,70.94675421714783
93,0.16158892629430333,71.68502521514893
94,0.2298692220306777,72.41632723808289
95,0.19261065722898918,73.15858459472656
96,1.173334777008425,73.89176297187805
97,0.2527662912938506,74.63077139854431
98,0.26966969392440737,75.36933541297913
99,0.19245196677784018,76.11035966873169
