subject,WLS_DWI_RelMSE_common,INR_DWI_RelMSE_common,WLS_DWI_MAE_common,INR_DWI_MAE_common,legacy_INR_DWI_RelMSE,best_loss,best_loss_epoch,best_DWI_RelMSE,best_DWI_epoch,final_DWI_RelMSE,FA_MAE,MD_MAE,AD_MAE,RD_MAE,n_common_dwi_voxels,n_eval_dwi_voxels,n_common_dwi_values,n_wls_nonfinite,n_inr_nonfinite,eval_seed,max_voxels,note_best_DWI
101309,0.16361468095962362,0.06363655410688293,205.88653019398114,406.24853363577483,0.06369501220188864,0.048389214604180684,188,,,,0.22433722283384222,0.00018589137011743828,0.00031162476779581714,0.00022739722482276477,799510,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
102715,0.017620283225414552,0.10383977236655179,146.84669677564892,456.27451860132345,0.10499900089216745,0.11636807657778263,194,,,,0.19101062487460968,0.00025526902962710066,0.00037736097166761007,0.0002884480911416787,940977,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
103515,0.4327764476753378,0.04938829290067467,157.58112013734166,316.4837416774839,0.049236986942264416,0.06609650312469957,172,,,,0.14568398275958208,0.00016880849496065634,0.000256077912894482,0.00018679140172011245,748489,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
104416,0.22863777973541047,0.06526258517860076,124.14715281384694,338.50753453087066,0.06478473362137546,0.69664584039508,195,,,,0.1518212297903101,0.00019890531894255757,0.0002889781520093021,0.00022050784234218295,750597,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
106319,0.4920638877313122,0.0911430192003696,142.44441907308791,396.9423264955871,0.09130283068996847,0.26847671166292786,91,,,,0.15825766873626126,0.00023712111324300245,0.00032222432187483605,0.00026337952836899233,793174,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
107321,0.4306858424817496,0.0698918260310074,144.02839178338323,393.5712616084951,0.06969813319913902,0.344611560734255,101,,,,0.1650924990505352,0.00020408121861263082,0.00030229297688553754,0.00023126776116247434,716567,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
107422,0.2559668645601848,0.05765934920928841,155.99792703213402,401.1646577208564,0.057438223349996556,0.10554262571670908,166,,,,0.14815864944214713,0.00019241702749028214,0.0002803722091386621,0.00021305562321296664,768674,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
107725,0.19856627230338916,0.05532313341239746,152.31661440280334,332.2891477938524,0.056099924268495666,0.04155225235887844,103,,,,0.17902421361519763,0.00015842630273530688,0.00026714387411640807,0.00018839811049382667,751406,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
108525,0.5742031439807767,0.07604783896840404,144.8818937235379,387.0721132389335,0.07576809520856034,1.036849332943638,155,,,,0.16278107878282455,0.00021608958096261063,0.0003119942925810507,0.0002377523088234091,767701,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
109830,0.10698176916751287,0.054899590832710836,140.26734907443785,330.81611801557386,0.054605423739379176,0.18987290191073572,99,,,,0.15084257129038844,0.0001769926103798476,0.0002620595203472289,0.0002048942147289819,633273,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
110613,0.20449576638367198,0.07509671139820427,142.68104473402153,435.5236956153708,0.07515240925242002,0.24697897128414276,163,,,,0.15530584192419408,0.00022839160033382382,0.00031853777164027715,0.0002460638783128409,878568,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
111211,0.08888290259321016,0.058572030165501235,128.041287673767,346.1202133364848,0.058612510650824276,0.3997608231823089,189,,,,0.15718578813200676,0.00019398142253912904,0.0002738336759744719,0.00022223693657195118,737449,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
112920,0.35804742771676074,0.18155966469660242,138.03048846720148,616.4342101656229,0.18236288553591362,0.43829957007205694,57,,,,0.4621490325545107,0.0004193928557829243,0.0003701416666050026,0.00045958239122557846,947861,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
114116,0.6774610164731838,0.08685330846506284,130.92424766965505,405.99988443335394,0.08753252243290763,0.8805716147559673,88,,,,0.16621539903786886,0.00022328457976282333,0.000313786147581545,0.0002506295985012912,703523,131072,9437184,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
114419,0.47552209651570504,0.10665896651757555,142.79286212427454,398.7878750628282,0.10637778063468391,0.5204431758039688,57,,,,0.19793465653864495,0.000208108547061231,0.000320950019755823,0.00024940598474307074,923360,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
115825,0.04271299633144778,0.0702320814842541,145.55898578351776,428.9126880039421,0.07096269403644008,0.3636212857020775,116,,,,0.15877272172464432,0.00020791895955863846,0.0003022456176817533,0.00023242563044900165,780336,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
116726,0.09650274723629082,0.08470241335364112,156.4892516037814,457.56370160731444,0.08491737050546071,0.24504312247501137,134,,,,0.1480382838268819,0.0002538296677149823,0.0003421900537461214,0.0002707435453869437,786932,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
120717,0.3134762134973366,0.055557580042599024,137.42795046154853,335.328182123039,0.05557029895615278,0.1345994332805276,145,,,,0.14970284615399188,0.0001909836691156276,0.00027329005647003956,0.00021829467100549152,784248,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
121618,0.10189540258228266,0.07734981866982449,162.47381591909277,411.25488193458244,0.07775119808112341,0.4781238679396044,171,,,,0.16387361248794288,0.00021868529480334746,0.00030860414449277276,0.00024309657210950218,826775,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
122418,0.16104355434103068,0.047243658191715436,128.33683720246933,301.80933016989223,0.047362126327140305,0.19211026362361425,170,,,,0.15947083608415094,0.00016247755159763916,0.00026377167535853683,0.00018861952067613277,766180,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
123925,0.07676183357164629,0.06262567750423818,146.4186045595459,329.06785255556815,0.06286368958354013,0.10827216018168699,192,,,,0.14713940791871574,0.00018451638306151173,0.0002713410111990815,0.00020385420866129024,685494,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
124422,0.24718025184282935,0.1877224648701143,156.73795909857225,718.3357518421607,0.1888502259029822,0.1160451283251773,73,,,,0.4654457809193726,0.000425378160379768,0.00036778584003009814,0.0004806726781134629,731407,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
124624,0.27010694949264213,0.10270597487854827,140.8388942229292,487.3516897358388,0.10401826433529121,0.1764062908430075,40,,,,0.18029895630830767,0.0002623598416931013,0.0003673478421776797,0.0002910623797090904,791245,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
129937,0.6340461479849651,0.06757493895666769,135.44736869313562,364.8994557055635,0.06823843952470715,0.3384177563762343,198,,,,0.14812494109374516,0.00022158330266082972,0.0003083628542000784,0.00023746383088761355,757597,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
130316,0.08398708144540266,0.0704989664819905,153.32904866982975,380.908947910585,0.07134609234068415,0.12914713452825893,111,,,,0.162874221671387,0.00020208542527816,0.0002984790295226164,0.00022378931700255749,787734,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
130518,0.9782617324961267,0.0782006150154076,146.78256367211856,369.99323965635733,0.07912413759022152,0.6843936869618065,124,,,,0.15643790921630826,0.0002194278441340554,0.00029957582979183036,0.00024362704752252135,679959,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
130720,0.24143402315441867,0.12406725822286387,141.9909219729581,602.1340745395918,0.12484396547535777,0.15841551009742988,192,,,,0.488457583603139,0.0022444731387425815,0.004075872448774984,0.0013739468375208689,856089,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
130922,0.5686812101053558,0.05486311255278639,133.41274573037538,316.5202120498617,0.054688193215409076,0.1363620881605497,193,,,,0.14907528077002977,0.0001812694449985864,0.0002602794610315912,0.00020685184187946775,767727,131072,9437184,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
131217,0.25460212141451155,0.07823788184117125,158.22974300213048,422.5064624485063,0.07841658377559733,0.08169871869335033,176,,,,0.17548773340675267,0.00021999974791073168,0.0003295350192746756,0.0002477871808078322,751792,131072,14155776,0,0,42,131072,N/A for existing checkpoints (eval_every unused; not logged historically)
