subject_id,status,outlier_candidate,status_reason,n_brain_voxels,n_wls_valid_voxels,n_common_voxels,n_sampled_voxels,WLS_DWI_RelMSE,INR_DWI_RelMSE,DWI_RelMSE_Delta,DWI_RelMSE_Ratio,WLS_FA_mean,WLS_FA_std,INR_FA_mean,INR_FA_std,WLS_MD_mean,WLS_MD_std,INR_MD_mean,INR_MD_std,WLS_AD_mean,WLS_AD_std,INR_AD_mean,INR_AD_std,WLS_RD_mean,WLS_RD_std,INR_RD_mean,INR_RD_std,INR_FA_MAE,INR_FA_RMSE,INR_FA_Pearson,INR_MD_MAE,INR_MD_RMSE,INR_MD_Pearson,INR_AD_MAE,INR_AD_RMSE,INR_AD_Pearson,INR_RD_MAE,INR_RD_RMSE,INR_RD_Pearson,raw_dwi_quality,n_total_volumes,n_b0_volumes,n_b1000_volumes,raw_finite_ratio,raw_signal_min,raw_signal_max,raw_signal_mean,raw_signal_std,flag_wls_dwi_high,flag_inr_dwi_high,flag_fa_mae_high,flag_wls_fa_abnormal,robust_z_WLS_DWI,robust_z_INR_DWI,robust_z_FA_MAE,common_mask_definition,eval_seed,max_voxels,dwi_source
101309,parameter_only,1,"FA MAE IQR-high but INR DWI not; reconstruction OK-ish, parameter agreement weak",799670.0,799510.0,799510.0,131072.0,0.16361468095962364,0.06363655410688994,-0.0999781268527337,0.3889415896767478,0.26970251142271595,0.1950405047331819,0.1170073572451505,0.1662427883971622,0.0008422680555200851,0.0003802226475527119,0.0007703237005818257,0.0002395357384762136,0.0010641775636377813,0.00042686700211776207,0.0008583820340278911,0.00036039579688685675,0.0007313133014638148,0.0003901960727738417,0.00072629453389635,0.0002198440252661493,0.22433722283384222,0.29479229175637145,0.03224113346294478,0.0001858913701174383,0.0003426857305604298,0.4923811609924145,0.00031162476779581714,0.0004906689802123187,0.3695252420825808,0.0002273972248227647,0.0003531945239810341,0.44218451108915896,available,108.0,18.0,90.0,1.0,0.0,27168.8359375,496.119388882281,1072.5842732344452,0,0,1,0,-0.3740718000227804,-0.3258810186389923,4.208700462963247,brain & WLS_valid,42.0,131072.0,g2_shared_indices_reuse
102715,normal,0,within cohort IQR fences on primary flags,941156.0,940977.0,940977.0,131072.0,0.017620283225414552,0.10383977236655535,0.0862194891411408,5.89319541792509,0.24535202350444787,0.18299922754236572,0.0843620257632067,0.11741515386596058,0.000996300189750055,0.0005229098508533061,0.0008548647681879294,0.0002860652584668285,0.0012202351470580876,0.0005340983704066451,0.0009242167141247261,0.0003601297611573698,0.0008843327110727969,0.0005420801663636372,0.0008201887952142737,0.00028114429035184623,0.19101062487460968,0.2642623608455311,0.0781458096099218,0.0002552690296271007,0.0004591327365876732,0.5497465580239468,0.00037736097166761,0.0005842406382231943,0.4191544863480633,0.0002884480911416787,0.0004586310970214017,0.5467912634569798,available,108.0,18.0,90.0,1.0,0.0,32784.484375,591.9253147730905,1267.5352028390869,0,0,0,0,-1.0275991627449903,1.5832822613984925,2.0463838104069896,brain & WLS_valid,42.0,131072.0,g2_shared_indices_reuse
103515,normal,0,within cohort IQR fences on primary flags,748637.0,748489.0,748489.0,131072.0,0.43277644767533785,0.04938829290067922,-0.38338815477465865,0.11411964113566907,0.2614699609477101,0.20038041267853013,0.1507280833124239,0.11966864526145245,0.0009250068484722675,0.0004988944282450117,0.0008435841191764529,0.00042665597236956677,0.001148185305852829,0.0005106542783557533,0.0009619450599999677,0.0004664743098057011,0.0008134176197215009,0.0005179049400800907,0.0007844036488414351,0.00041378810362004316,0.14568398275958208,0.20875868761737537,0.4828438298687462,0.00016880849496065636,0.00030254826465669747,0.812814086749198,0.000256077912894482,0.0003797038044879426,0.7742769224283319,0.00018679140172011248,0.0003050756961145737,0.8101074388738838,available,108.0,18.0,90.0,1.0,0.0,25565.888671875,420.7903771789416,988.4482770405315,0,0,0,0,0.8308003202596396,-1.002499913265427,-0.8945270251267,brain & WLS_valid,42.0,131072.0,g2_shared_indices_reuse
104416,normal,0,within cohort IQR fences on primary flags,750742.0,750597.0,750597.0,131072.0,0.22863777973541047,0.06526258517860158,-0.16337519455680888,0.2854409505468705,0.24683210105977135,0.18553554616659396,0.12012334406979855,0.10068418749518661,0.0009660167400554115,0.0005021133116936686,0.0008699555617155446,0.00036957096804377004,0.0011884256353666173,0.0005174129750227102,0.0009681879309298352,0.0003992343895073748,0.0008548122924890785,0.0005192838060127557,0.0008208393769988111,0.00036090916825030683,0.1518212297903101,0.21305740023853809,0.40744094896735983,0.0001989053189425576,0.0003597305356278698,0.7235200482244962,0.000288978152009302,0.00044293830446344266,0.6763224816222703,0.00022050784234218284,0.00035877737661761205,0.7265829542517036,available,108.0,18.0,90.0,1.0,0.0,20245.861328125,424.39524562773,1003.4870348212988,0,0,0,0,-0.08300327329527478,-0.2486643442359295,-0.4963264205636943,brain & WLS_valid,42.0,131072.0,g2_shared_indices_reuse
106319,normal,0,within cohort IQR fences on primary flags,793349.0,793174.0,793174.0,131072.0,0.4920638877313122,0.09114301920035654,-0.40092086853095565,0.18522598685422026,0.2502201142118929,0.1930725306980092,0.12001849624020133,0.09371985302793454,0.0009877301920112964,0.0005357117567074449,0.0008580449881095017,0.00035591956469850774,0.001209297139657558,0.0005368449830059896,0.0009548571055588456,0.0003817339860226937,0.0008769467180724055,0.0005562870172804557,0.0008096389293709244,0.0003477571319715056,0.15825766873626126,0.22366994448722882,0.35879592540960265,0.00023712111324300254,0.00041917498664551954,0.6681072296969257,0.00032222432187483616,0.00048651549862381316,0.6391529972536741,0.0002633795283689922,0.00042043466631372926,0.6672307870325809,available,108.0,18.0,90.0,1.0,0.0,32677.64453125,464.80860765483516,1085.4807774108012,0,0,0,0,1.0961938212682962,0.9803411046969698,-0.0787134636991242,brain & WLS_valid,42.0,131072.0,g2_shared_indices_reuse
107321,normal,0,within cohort IQR fences on primary flags,716771.0,716567.0,716567.0,131072.0,0.4306858424817496,0.06989182603100286,-0.36079401645074677,0.1622802960697844,0.2522557809215355,0.1887791938032846,0.11256773280371869,0.08388106544830909,0.0009331293673483235,0.00046163731978180015,0.0008324970388300184,0.0002811995898518961,0.0011563867172443222,0.00048554595197358285,0.000919721519499423,0.00030300734568795097,0.0008215006924856105,0.0004772437933006792,0.000788884798568098,0.00027366680058895943,0.1650924990505352,0.23086449925214192,0.280642594755665,0.00020408121861263087,0.0003792705571962614,0.6103544344765671,0.00030229297688553754,0.00046885923697736104,0.5565025615916139,0.00023126776116247434,0.0003786582472630631,0.6138200079369583,available,108.0,18.0,90.0,1.0,0.0,24562.234375,443.7722771661261,1056.7895476006822,0,0,0,0,0.8214419632277045,-0.028831777778910123,0.36474816487843503,brain & WLS_valid,42.0,131072.0,g2_shared_indices_reuse
107422,normal,0,within cohort IQR fences on primary flags,768840.0,768674.0,768674.0,131072.0,0.2559668645601848,0.0576593492092912,-0.1983075153508936,0.22526098957521087,0.24440052777789253,0.18816263323817647,0.12272525847335346,0.0932739459683997,0.0009729395659243802,0.0005337463048318658,0.0008837065814142794,0.00042420863569689093,0.0011910503460480578,0.0005430918065012012,0.0009849485814557312,0.0004495056790505181,0.0008638841758238072,0.0005516575497605957,0.0008330855813529002,0.0004159146950718338,0.14815864944214713,0.21024651220776347,0.4189720315778926,0.0001924170274902822,0.00034520509188917104,0.7809256686401559,0.000280372209138662,0.00042370216222611566,0.7372486414331719,0.00021305562321296664,0.0003470074435546611,0.7798152086734252,available,108.0,18.0,90.0,1.0,0.0,30284.86328125,528.3243602841244,1238.614391388524,0,0,0,0,0.03933227524859482,-0.6097254619880581,-0.7339641922872279,brain & WLS_valid,42.0,131072.0,g2_shared_indices_reuse
107725,normal,0,within cohort IQR fences on primary flags,751504.0,751406.0,751406.0,131072.0,0.19856627230338902,0.05532313341241411,-0.1432431388909749,0.27861294252372326,0.268527911061566,0.18837233678916637,0.1050337902853854,0.07238623380737656,0.0008595431445781982,0.0003783977285734621,0.0007864837915300733,0.00023994251850084004,0.001086198554808793,0.0004090475137823627,0.0008701600698830558,0.0002855674745842429,0.0007462154394688934,0.0003941085567551735,0.0007446456523333596,0.00023361987684598226,0.17902421361519763,0.24364495271144754,0.29670091573523405,0.00015842630273530696,0.0002968056671529393,0.6498320533447945,0.00026714387411640796,0.0004076692288554183,0.5536612488953329,0.0001883981104938267,0.0003038100655664433,0.6386427478495403,available,108.0,18.0,90.0,1.0,0.0,24427.697265625,423.4702871978388,966.5117109209356,0,0,0,0,-0.21761496559396748,-0.7206672623393011,1.2686741653265126,brain & WLS_valid,42.0,131072.0,g2_shared_indices_reuse
108525,normal,0,within cohort IQR fences on primary flags,767938.0,767701.0,767701.0,131072.0,0.5742031439807767,0.07604783896835814,-0.4981553050124185,0.1324406523467313,0.25163047924410936,0.18880089266268235,0.11200059970401359,0.09225458445684319,0.0009413102386584101,0.0004811456337636288,0.0008210694099727169,0.00030135126539060884,0.0011602868507968305,0.0004964595903160894,0.0009085615662128764,0.00033284776431590163,0.0008318219325433256,0.0004979746992536464,0.0007773233318598972,0.00029324911510748933,0.16278107878282455,0.22585824571224813,0.3628839274158977,0.00021608958096261063,0.00039906582287053743,0.6121571272280603,0.0003119942925810507,0.0004832432463097415,0.5661315520830763,0.0002377523088234091,0.00039639826337946956,0.6156665443460588,available,108.0,18.0,90.0,1.0,0.0,33082.234375,460.8394331093999,1063.4527480253,0,0,0,0,1.463880885606232,0.2635038699676195,0.21477718548111724,brain & WLS_valid,42.0,131072.0,g2_shared_indices_reuse
109830,normal,0,within cohort IQR fences on primary flags,633417.0,633273.0,633273.0,131072.0,0.10698176916751284,0.05489959083268567,-0.05208217833482717,0.5131677224997419,0.24708398466755854,0.18130562835520284,0.11420127113737118,0.08030930065664811,0.0009240004476593854,0.0004445948852042402,0.0008465528478046262,0.00029730003033844797,0.001141011589996164,0.00045885792428460357,0.0009416045819356062,0.0003202875748082344,0.0008154948764866262,0.0004615054215474095,0.0007990269805953433,0.0002919980769321307,0.15084257129038844,0.20980724645154716,0.44504050067681256,0.00017699261037984763,0.0003289065847698228,0.6955408912744554,0.00026205952034722893,0.00040157735804736446,0.6519632582228458,0.0002048942147289819,0.0003324965573360952,0.6974220149120273,available,108.0,18.0,90.0,1.0,0.0,19054.583984375,361.49182468171455,913.2825976571165,0,0,0,0,-0.6275826063357637,-0.74078037705383,-0.5598243381769762,brain & WLS_valid,42.0,131072.0,g2_shared_indices_reuse
