subject_id,Independent_DWI_RelMSE,Shared_DWI_RelMSE,DWI_delta,Independent_FA_MAE,Shared_FA_MAE,FA_delta,Independent_MD_MAE,Shared_MD_MAE,MD_delta,Independent_AD_MAE,Shared_AD_MAE,AD_delta,Independent_RD_MAE,Shared_RD_MAE,RD_delta
101309,0.06363655410688618,0.9999985677341963,0.9363620136273101,0.22433722247449658,0.16236079658076058,-0.061976425893736004,0.00018589137015632214,0.05071309293646821,0.05052720156631189,0.00031162476770741813,0.061277685249663455,0.06096606048195604,0.0002273972246904622,0.0454307967802897,0.04520339955559924
